,0,1,2,3,4,5,6,7,8,9
0,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
1,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
2,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
3,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
4,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
5,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904
6,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904,0.032085045085822904
7,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904,0.032085045085822904
8,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464,0.032085045085822904
9,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464,0.23707819807586464
10,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464,0.23707819807586464
11,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.032085045085822904,0.23707819807586464
