,eps_grid,mse_aaa,wass_aaa,mse_est,wass_est
0,0.5,0.06323601792353362,0.5796140000000002,0.20380156399314253,0.4366627944836251
1,1.0,0.05090735222699723,0.24579799999999985,0.14206471539733423,0.2484870544789043
2,1.5,0.043364284542737615,0.18772199999999986,0.08904625701247762,0.1573563563087925
3,2.0,0.03852877319813857,0.07715599999999999,0.06658636085724012,0.12849840988333996
4,2.5,0.03619633164627098,0.09495600000000019,0.04917955575679238,0.08427262434038196
