,eps_grid,var_aaa,var_est,wass_aaa,wass_est
0,0.5,0.12444286013906108,0.25829945079245464,0.32422558489989456,0.2809108953132166
1,1.0,0.10272670810967673,0.18430333984508238,0.23767019215411161,0.13718654047944426
2,1.5,0.08172503214246617,0.12617975540443185,0.11742560712227129,0.07428148742730882
3,2.0,0.06337201914939455,0.09332808661335536,0.07943596830533495,0.05808128755908007
4,2.5,0.04780512465868059,0.07343284137102393,0.04910443822526513,0.031791820999021406
