,0,1,2,3,4,5,6,7,8,9
0,0.2553234929162325,0.2553234929162325,0.2553234929162325,0.0368023614245981,0.0345542772307796,0.0345542772307796,0.0345542772307796,0.0345542772307796,0.0345542772307796,0.034554277230779605
1,0.20643399491266531,0.20643399491266526,0.20643399491266526,0.20643399491266526,0.027937803171171022,0.027937803171171022,0.027937803171171015,0.027937803171171015,0.027937803171171022,0.027937803171171015
2,0.18126181581758855,0.18126181581758855,0.18126181581758855,0.18126181581758855,0.14382686985832924,0.024531119183656067,0.024531119183656067,0.024531119183656067,0.024531119183656067,0.024531119183656067
3,0.17757414029555496,0.17757414029555524,0.177574140295555,0.177574140295555,0.177574140295555,0.030531958401339425,0.024032046572396933,0.024032046572396933,0.024032046572396933,0.024032046572396933
4,0.034202412392060434,0.03420241239206043,0.034202412392060434,0.2527235438836954,0.2527235438836954,0.25272354388369533,0.034202412392060434,0.034202412392060434,0.034202412392060434,0.03420241239206043
5,0.034148897507894516,0.034148897507894516,0.034148897507894516,0.034148897507894516,0.2523281194024655,0.25232811940246563,0.25232811940246563,0.034148897507894495,0.034148897507894495,0.034148897507894495
6,0.024180818354029947,0.024180818354029954,0.024180818354029947,0.024180818354029947,0.024180818354029947,0.1786734233359792,0.1786734233359792,0.1786734233359792,0.17867342333597924,0.1786734233359792
7,0.02389549730276063,0.023895497302760603,0.02389549730276063,0.023895497302760634,0.023895497302760634,0.1357408248896999,0.17656517008194433,0.17656517008194436,0.17656517008194414,0.17656517008194433
8,0.028484651724891643,0.028484651724891643,0.02848465172489164,0.028484651724891643,0.02848465172489164,0.02848465172489164,0.21047468955372606,0.21047468955372606,0.21047468955372603,0.21047468955372606
9,0.03449427877632142,0.03449427877632142,0.03449427877632142,0.03449427877632142,0.03449427877632142,0.03449427877632142,0.03670093907582084,0.2548801609703919,0.2548801609703919,0.2548801609703919
