,eps_grid,mse_aaa,wass_aaa,mse_est,wass_est
0,0.5,0.047439694325950965,0.43265599999999593,0.0,0.0
1,1.0,0.03935810998158373,0.42811799999999733,0.0,0.0
2,1.5,0.03222651711900867,0.42008999999999674,0.0,0.0
3,2.0,0.025395277666291946,0.4144599999999981,0.0,0.0
4,2.5,0.019510860705647615,0.40173399999999665,0.0,0.0
