,eps_grid,mse_aaa,wass_aaa,mse_est,wass_est
0,0.5,0.063212086142265,0.14402,0.17972792804611448,0.18363599595596394
1,1.0,0.05563584809980203,0.06478399999999987,0.14218116193151792,0.11161116589085655
2,1.5,0.053607225276113925,0.05552199999999993,0.08631639280160366,0.07778132359889607
3,2.0,0.050805838881188115,0.020849999999999973,0.064787584451891,0.05847674221387253
4,2.5,0.049013712765323285,0.02975799999999989,0.050087028256192545,0.031180542743058433
