,eps_grid,var_aaa,var_est,wass_aaa,wass_est
0,0.5,0.048596713284919005,0.19897504742554226,0.4299662276516726,3.7756569712788313
1,1.0,0.040710051141697304,0.12839828128609326,0.436154329932031,3.7493543064512074
2,1.5,0.032660252450751576,0.0844892836187951,0.40682071609556403,3.769528513879942
3,2.0,0.025722066908359428,0.06341032409171468,0.39848973598847254,3.755170305326268
4,2.5,0.019666034059177852,0.05484751876040071,0.38451434739003143,3.7480473383790827
