,eps_grid,var_aaa,var_est,wass_aaa,wass_est
0,0.5,0.048707719903438085,0.20374265802422709,0.07326703657664281,0.14843501343750673
1,1.0,0.039407894475276276,0.14201906028582664,0.05437669706039634,0.09362877440955121
2,1.5,0.031754197613740195,0.08900611995707118,0.03359176105389629,0.052728157814340565
3,2.0,0.024765302359737222,0.06655745611691623,0.02568448392002738,0.03605899305742771
4,2.5,0.01952885166282793,0.049153340735029236,0.021940985701289696,0.024054020069699193
