,eps_grid,mse_aaa,wass_aaa,mse_est,wass_est
0,0.5,0.061332321319982494,0.10764200000000006,0.17950037362627713,0.21859410107469457
1,1.0,0.05710034378653754,0.05068399999999993,0.14201270575758496,0.12208335117441584
2,1.5,0.05584373971438633,0.044584000000000026,0.08617500784208429,0.08586711241277423
3,2.0,0.054375654621329345,0.02857599999999998,0.06468847901352325,0.055703948605283014
4,2.5,0.05314549409134482,0.02531199999999995,0.04996647563124518,0.03081171027643121
