,eps_grid,var_aaa,var_est,wass_aaa,wass_est
0,0.5,0.05193785803840582,0.106572374007039,0.1912694444444448,0.2870078901112939
1,1.0,0.039961823601035645,0.10013915385125746,0.0560525694444444,0.12746716255545637
2,1.5,0.031956318898652775,0.0910749444565081,0.04345215277777739,0.07346474437603878
3,2.0,0.024623328866258405,0.07924826049655323,0.024431944444444062,0.03956435741197927
4,2.5,0.01943828715673573,0.06527339811295527,0.013482916666666603,0.02856265795987123
