,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.22074341953089324,0.22074341953089324,0.22074341953089324,0.22074341953089324,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826,0.08120696581929826
1,0.1716652043301151,0.1716652043301151,0.1716652043301151,0.1716652043301151,0.1716652043301151,0.11533481136629395,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442,0.0631520994375442
2,0.14212465418641845,0.14212465418641845,0.14212465418641845,0.14212465418641845,0.14212465418641845,0.14212465418641845,0.05858377959482505,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411,0.05228473835878411
3,0.11376729821056418,0.11376729821056421,0.11376729821056421,0.11376729821056421,0.11376729821056421,0.11376729821056421,0.11376729821056417,0.041852650089287194,0.04185265008928718,0.041852650089287194,0.041852650089287194,0.04185265008928718,0.041852650089287194,0.041852650089287194,0.04185265008928718,0.041852650089287194,0.041852650089287194,0.04185265008928718,0.04185265008928718,0.041852650089287194
4,0.07130876192358623,0.07130876192358634,0.07130876192358634,0.07130876192358623,0.13632679375861104,0.13632679375861104,0.13632679375861104,0.12649123458531392,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304,0.050151824704612304
5,0.04336798576482559,0.04336798576482559,0.04336798576482559,0.04336798576482559,0.11788640764139595,0.11788640764139595,0.11788640764139595,0.11788640764139595,0.06705728834124569,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458,0.0670572883412458
6,0.032782976593739924,0.03278297659373993,0.03278297659373993,0.032782976593739924,0.032782976593739924,0.08911336955756144,0.08911336955756145,0.08911336955756144,0.08911336955756144,0.08911336955756144,0.08911336955756144,0.08911336955756144,0.08911336955756145,0.08911336955756144,0.08911336955756144,0.08911336955756145,0.08911336955756145,0.08911336955756144,0.08911336955756145,0.08911336955756145
7,0.029140445319829254,0.029140445319829258,0.02914044531982925,0.02914044531982925,0.02914044531982925,0.029140445319829258,0.0792119429860963,0.0792119429860963,0.07921194298609628,0.07921194298609628,0.07921194298609628,0.07921194298609628,0.07921194298609628,0.0792119429860963,0.07921194298609628,0.0792119429860963,0.07921194298609628,0.0792119429860963,0.07921194298609628,0.07921194298609628
8,0.029489206670949276,0.02948920667094928,0.029489206670949272,0.02948920667094928,0.029489206670949276,0.029489206670949276,0.08015997462931466,0.08015997462931466,0.08015997462931466,0.08015997462931468,0.08015997462931468,0.08015997462931466,0.08015997462931466,0.08015997462931466,0.08015997462931468,0.08015997462931466,0.08015997462931466,0.08015997462931466,0.08015997462931468,0.08015997462931468
9,0.020358313936824798,0.0203583139368248,0.0203583139368248,0.0203583139368248,0.0203583139368248,0.0203583139368248,0.05533963483253537,0.05533963483253537,0.05533963483253537,0.05533963483253537,0.05533963483253537,0.05533963483253537,0.05533963483253538,0.05533963483253538,0.05533963483253538,0.05533963483253537,0.05533963483253538,0.05533963483253538,0.05533963483253538,0.05533963483253538
10,0.019671316745322066,0.019671316745322062,0.019671316745322062,0.019671316745322062,0.019671316745322066,0.019671316745322066,0.019671316745322062,0.053472182850671096,0.053472182850671096,0.05347218285067109,0.053472182850671096,0.053472182850671096,0.053472182850671096,0.053472182850671096,0.05347218285067109,0.053472182850671096,0.05347218285067109,0.05347218285067109,0.05347218285067109,0.05347218285067109
11,0.01769862606278384,0.01769862606278384,0.01769862606278384,0.01769862606278384,0.01769862606278384,0.01769862606278384,0.01769862606278384,0.04810985361515689,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696,0.04810985361515696
12,0.013872668894060207,0.013872668894060207,0.013872668894060207,0.013872668894060207,0.013872668894060207,0.013872668894060207,0.013872668894060207,0.037709823766952894,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529,0.0377098237669529
13,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.01360728183864235,0.036988426956702236,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285,0.036988426956702285
14,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.014285696552645942,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749,0.03883254934593749
