,eps_grid,var_aaa,var_est,wass_aaa,wass_est
0,0.5,0.05331526798949463,0.10241398378748967,0.27952902777777777,0.12518060696901007
1,1.0,0.03881515445138091,0.09114265418874426,0.12080875000000012,0.04724712705213942
2,1.5,0.031646634371011825,0.07714457294338839,0.07263125000000001,0.029897490662709497
3,2.0,0.026060878836229442,0.06155719971554119,0.04299500000000003,0.022592846251110257
4,2.5,0.01960697036117669,0.04617491353389781,0.028916527777777826,0.013022910290274924
