,eps_grid,mse_aaa,wass_aaa,mse_est,wass_est
0,0.5,0.04791735962553713,0.015885999999999987,0.17963690627817955,0.20496939204447323
1,1.0,0.03953981338020443,0.01728400000000005,0.14211377946194476,0.12470424606426458
2,1.5,0.032689816860825144,0.01544600000000001,0.0862598388177959,0.07763525753088457
3,2.0,0.025739867138869072,0.015058000000000026,0.0647479422765439,0.05493752340763563
4,2.5,0.019253960671652297,0.014131999999999978,0.050038807206213606,0.03397279393743505
